Holder,Shares,Date Reported,% Out,Value,Ticker,Fetch_Date
"Wellington Management Group, LLP",1.73M,"Sep 30, 2024",2.99%,2326140026,ORLY,2025-02-05
"Geode Capital Management, LLC",1.48M,"Sep 30, 2024",2.56%,1994270753,ORLY,2025-02-05
"FMR, LLC",1.43M,"Sep 30, 2024",2.48%,1931355134,ORLY,2025-02-05
Bank Of New York Mellon Corporation,1.31M,"Dec 31, 2024",2.27%,1767080180,ORLY,2025-02-05
Morgan Stanley,1.16M,"Sep 30, 2024",2.02%,1569267757,ORLY,2025-02-05
JP Morgan Chase & Company,1.12M,"Sep 30, 2024",1.94%,1512837172,ORLY,2025-02-05
Vanguard Group Inc,156.61M,"Sep 30, 2024",9.24%,8234465173,MO,2025-02-05
Blackrock Inc.,138.23M,"Sep 30, 2024",8.16%,7268329250,MO,2025-02-05
State Street Corporation,73.48M,"Sep 30, 2024",4.34%,3863667184,MO,2025-02-05
Capital World Investors,64.4M,"Sep 30, 2024",3.80%,3385993168,MO,2025-02-05
"Charles Schwab Investment Management, Inc.",57.51M,"Sep 30, 2024",3.39%,3023787255,MO,2025-02-05
"Geode Capital Management, LLC",40.8M,"Sep 30, 2024",2.41%,2145461722,MO,2025-02-05
"Arrowstreet Capital, Limited Partnership",22.2M,"Sep 30, 2024",1.31%,1167143907,MO,2025-02-05
Morgan Stanley,19.9M,"Sep 30, 2024",1.17%,1046537108,MO,2025-02-05
Northern Trust Corporation,14.99M,"Sep 30, 2024",0.88%,788096093,MO,2025-02-05
Bank Of New York Mellon Corporation,13.48M,"Dec 31, 2024",0.80%,708725161,MO,2025-02-05
Brandes Investment Partners L.P.,10.22M,"Sep 30, 2024",5.52%,467561751,ERJ,2025-02-05
Morgan Stanley,7.52M,"Sep 30, 2024",4.06%,344008429,ERJ,2025-02-05
Egerton Capital (UK) LLP,3.71M,"Sep 30, 2024",2.00%,169656292,ERJ,2025-02-05
Bank of America Corporation,2.69M,"Sep 30, 2024",1.45%,122934235,ERJ,2025-02-05
American Century Companies Inc,2.33M,"Sep 30, 2024",1.26%,106813994,ERJ,2025-02-05
"Driehaus Capital Management, LLC",2.25M,"Sep 30, 2024",1.21%,102884721,ERJ,2025-02-05
"Gilder, Gagnon, Howe & Co.",2.05M,"Sep 30, 2024",1.11%,93760680,ERJ,2025-02-05
"Arrowstreet Capital, Limited Partnership",2.03M,"Sep 30, 2024",1.10%,93070253,ERJ,2025-02-05
Goldman Sachs Group Inc,1.97M,"Sep 30, 2024",1.06%,90101711,ERJ,2025-02-05
"Nuveen Asset Management, LLC",1.92M,"Sep 30, 2024",1.04%,87939734,ERJ,2025-02-05
"Renaissance Technologies, LLC",3.02M,"Sep 30, 2024",5.46%,26608923,GPRK,2025-02-05
Captrust Financial Advisors,1.71M,"Sep 30, 2024",3.09%,15075188,GPRK,2025-02-05
"Westwood Global Investments, LLC",753.65k,"Sep 30, 2024",1.36%,6639630,GPRK,2025-02-05
Acadian Asset Management. LLC,734.4k,"Sep 30, 2024",1.33%,6470046,GPRK,2025-02-05
Sagil Capital LLP,721.82k,"Sep 30, 2024",1.30%,6359252,GPRK,2025-02-05
Millennium Management Llc,695.12k,"Sep 30, 2024",1.26%,6124025,GPRK,2025-02-05
abrdn plc,613.69k,"Dec 31, 2024",1.11%,5406609,GPRK,2025-02-05
"Two Sigma Advisers, LP",607.5k,"Sep 30, 2024",1.10%,5352075,GPRK,2025-02-05
"Two Sigma Investments, LP",498.68k,"Sep 30, 2024",0.90%,4393335,GPRK,2025-02-05
Citadel Advisors Llc,360.83k,"Sep 30, 2024",0.65%,3178894,GPRK,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,34.52M,"Sep 30, 2024",6.07%,226429359,NXE,2025-02-05
L1 Capital Pty Ltd,30.73M,"Sep 30, 2024",5.40%,201570961,NXE,2025-02-05
Vanguard Group Inc,20.14M,"Sep 30, 2024",3.54%,132107948,NXE,2025-02-05
Alps Advisors Inc.,17.68M,"Sep 30, 2024",3.11%,115984328,NXE,2025-02-05
"Segra Capital Management, LLC",11.67M,"Sep 30, 2024",2.05%,76566731,NXE,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",9.78M,"Sep 30, 2024",1.72%,64176210,NXE,2025-02-05
"Nuveen Asset Management, LLC",8.66M,"Sep 30, 2024",1.52%,56841691,NXE,2025-02-05
"FMR, LLC",8.51M,"Sep 30, 2024",1.50%,55836239,NXE,2025-02-05
Van Eck Associates Corporation,8.48M,"Dec 31, 2024",1.49%,55635530,NXE,2025-02-05
Manufacturers Life Insurance Co.,7.12M,"Sep 30, 2024",1.25%,46676039,NXE,2025-02-05
Vanguard Group Inc,121.54M,"Sep 30, 2024",14.67%,5937270923,BKR,2025-02-05
Blackrock Inc.,97.05M,"Sep 30, 2024",11.71%,4740834025,BKR,2025-02-05
JP Morgan Chase & Company,72.61M,"Sep 30, 2024",8.76%,3547210788,BKR,2025-02-05
State Street Corporation,67.01M,"Sep 30, 2024",8.09%,3273535169,BKR,2025-02-05
Dodge & Cox Inc,45.83M,"Sep 30, 2024",5.53%,2238807056,BKR,2025-02-05
Capital World Investors,32.48M,"Sep 30, 2024",3.92%,1586760745,BKR,2025-02-05
Capital Research Global Investors,27.51M,"Sep 30, 2024",3.32%,1343880946,BKR,2025-02-05
"Geode Capital Management, LLC",24.08M,"Sep 30, 2024",2.91%,1176214806,BKR,2025-02-05
FIL LTD,19.51M,"Sep 30, 2024",2.35%,952986971,BKR,2025-02-05
Norges Bank Investment Management,18.33M,"Jun 30, 2024",2.21%,895212371,BKR,2025-02-05
"FMR, LLC",88.98M,"Sep 30, 2024",6.67%,257149391,GGB,2025-02-05
Capital International Investors,77.36M,"Sep 30, 2024",5.80%,223579372,GGB,2025-02-05
"Contrarian Capital Management, LLC",20.28M,"Sep 30, 2024",1.52%,58600358,GGB,2025-02-05
Dimensional Fund Advisors LP,15.31M,"Sep 30, 2024",1.15%,44237196,GGB,2025-02-05
"Two Sigma Investments, LP",9.88M,"Sep 30, 2024",0.74%,28541990,GGB,2025-02-05
Acadian Asset Management. LLC,8.87M,"Sep 30, 2024",0.67%,25637797,GGB,2025-02-05
Healthcare of Ontario Pension Plan Trust Fund,8.5M,"Sep 30, 2024",0.64%,24565000,GGB,2025-02-05
Blackrock Inc.,6.28M,"Sep 30, 2024",0.47%,18140140,GGB,2025-02-05
"Two Sigma Advisers, LP",6.1M,"Sep 30, 2024",0.46%,17621660,GGB,2025-02-05
Marshall Wace LLP,4.89M,"Sep 30, 2024",0.37%,14132464,GGB,2025-02-05
Vanguard Group Inc,4.86M,"Sep 30, 2024",0.37%,7575677,SID,2025-02-05
Dimensional Fund Advisors LP,4.37M,"Sep 30, 2024",0.33%,6814929,SID,2025-02-05
American Century Companies Inc,2.09M,"Sep 30, 2024",0.16%,3254411,SID,2025-02-05
Morgan Stanley,1.66M,"Sep 30, 2024",0.13%,2589055,SID,2025-02-05
Healthcare of Ontario Pension Plan Trust Fund,1.6M,"Sep 30, 2024",0.12%,2495999,SID,2025-02-05
State Street Corporation,1.62M,"Sep 30, 2024",0.12%,2529257,SID,2025-02-05
Blackrock Inc.,1.61M,"Sep 30, 2024",0.12%,2505054,SID,2025-02-05
Citadel Advisors Llc,1.64M,"Sep 30, 2024",0.12%,2562426,SID,2025-02-05
Manufacturers Life Insurance Co.,1.5M,"Sep 30, 2024",0.11%,2339999,SID,2025-02-05
"Renaissance Technologies, LLC",1.35M,"Sep 30, 2024",0.10%,2102744,SID,2025-02-05
Morgan Stanley,41.3k,"Sep 30, 2024",0.08%,348571,SDA,2025-02-05
Invesco Ltd.,32.82k,"Sep 30, 2024",0.06%,276983,SDA,2025-02-05
Citadel Advisors Llc,32.97k,"Sep 30, 2024",0.06%,278283,SDA,2025-02-05
"Geode Capital Management, LLC",24.43k,"Sep 30, 2024",0.05%,206222,SDA,2025-02-05
Millennium Management Llc,28.57k,"Sep 30, 2024",0.05%,241156,SDA,2025-02-05
HRT Financial LP,20.86k,"Sep 30, 2024",0.04%,176058,SDA,2025-02-05
Xtx Topco Ltd,22.01k,"Sep 30, 2024",0.04%,185730,SDA,2025-02-05
State Street Corporation,15.46k,"Sep 30, 2024",0.03%,130490,SDA,2025-02-05
UBS Group AG,4.26k,"Sep 30, 2024",0.01%,35929,SDA,2025-02-05
Osaic Holdings Inc,420,"Sep 30, 2024",0.00%,3544,SDA,2025-02-05
Vanguard Group Inc,59.43M,"Sep 30, 2024",8.23%,12607779257,DHR,2025-02-05
Blackrock Inc.,49.74M,"Sep 30, 2024",6.89%,10550415616,DHR,2025-02-05
State Street Corporation,27.48M,"Sep 30, 2024",3.80%,5829246833,DHR,2025-02-05
"FMR, LLC",23.62M,"Sep 30, 2024",3.27%,5009964268,DHR,2025-02-05
"Wellington Management Group, LLP",23.31M,"Sep 30, 2024",3.23%,4943956411,DHR,2025-02-05
Price (T.Rowe) Associates Inc,20.47M,"Sep 30, 2024",2.83%,4342387112,DHR,2025-02-05
Capital International Investors,17.83M,"Sep 30, 2024",2.47%,3782773310,DHR,2025-02-05
"Geode Capital Management, LLC",13.04M,"Sep 30, 2024",1.81%,2766760742,DHR,2025-02-05
Morgan Stanley,11.66M,"Sep 30, 2024",1.61%,2474058670,DHR,2025-02-05
Norges Bank Investment Management,9.17M,"Jun 30, 2024",1.27%,1945676345,DHR,2025-02-05
Blackrock Inc.,7.17M,"Sep 30, 2024",12.01%,351401246,AAP,2025-02-05
Vanguard Group Inc,6.63M,"Sep 30, 2024",11.10%,324834769,AAP,2025-02-05
Price (T.Rowe) Associates Inc,4.98M,"Sep 30, 2024",8.34%,243981437,AAP,2025-02-05
"FMR, LLC",4.18M,"Sep 30, 2024",6.99%,204635466,AAP,2025-02-05
Fuller & Thaler Asset Management Inc.,3.1M,"Sep 30, 2024",5.19%,151996383,AAP,2025-02-05
Pzena Investment Management Llc,2.91M,"Sep 30, 2024",4.87%,142524242,AAP,2025-02-05
Dimensional Fund Advisors LP,2.43M,"Sep 30, 2024",4.07%,119096852,AAP,2025-02-05
Capital World Investors,2.19M,"Sep 30, 2024",3.67%,107541819,AAP,2025-02-05
State Street Corporation,2.14M,"Sep 30, 2024",3.59%,105021700,AAP,2025-02-05
"T. Rowe Price Investment Management, Inc.",1.73M,"Sep 30, 2024",2.89%,84548667,AAP,2025-02-05
Vanguard Group Inc,239.62M,"Sep 30, 2024",7.45%,90617623517,TSLA,2025-02-05
Blackrock Inc.,194.74M,"Sep 30, 2024",6.05%,73646451898,TSLA,2025-02-05
State Street Corporation,111.71M,"Sep 30, 2024",3.47%,42245065504,TSLA,2025-02-05
"Geode Capital Management, LLC",59.36M,"Sep 30, 2024",1.85%,22446810963,TSLA,2025-02-05
Capital World Investors,42.81M,"Sep 30, 2024",1.33%,16190588246,TSLA,2025-02-05
Morgan Stanley,40.05M,"Sep 30, 2024",1.25%,15145375491,TSLA,2025-02-05
JP Morgan Chase & Company,31.72M,"Sep 30, 2024",0.99%,11995786156,TSLA,2025-02-05
Norges Bank Investment Management,30.83M,"Jun 30, 2024",0.96%,11659611545,TSLA,2025-02-05
Price (T.Rowe) Associates Inc,29.8M,"Sep 30, 2024",0.93%,11270443969,TSLA,2025-02-05
"FMR, LLC",24.74M,"Sep 30, 2024",0.77%,9356332664,TSLA,2025-02-05
Folketrygdfondet,107.17M,"Sep 30, 2024",3.84%,2513033565,EQNR,2025-02-05
"FMR, LLC",14.35M,"Sep 30, 2024",0.51%,336579010,EQNR,2025-02-05
"Arrowstreet Capital, Limited Partnership",10.78M,"Sep 30, 2024",0.39%,252717961,EQNR,2025-02-05
Goldman Sachs Group Inc,4.43M,"Sep 30, 2024",0.16%,103852408,EQNR,2025-02-05
Bank of America Corporation,3.93M,"Sep 30, 2024",0.14%,92221419,EQNR,2025-02-05
Earnest Partners LLC,3.77M,"Sep 30, 2024",0.13%,88324099,EQNR,2025-02-05
"Wellington Management Group, LLP",3.75M,"Sep 30, 2024",0.13%,87966651,EQNR,2025-02-05
Morgan Stanley,2.61M,"Sep 30, 2024",0.09%,61309769,EQNR,2025-02-05
Balyasny Asset Management LLC,1.87M,"Sep 30, 2024",0.07%,43824064,EQNR,2025-02-05
"Two Sigma Investments, LP",1.31M,"Sep 30, 2024",0.05%,30694620,EQNR,2025-02-05
"FMR, LLC",55.97M,"Sep 30, 2024",1.08%,11674657980,TSM,2025-02-05
"Sanders Capital, LLC",41.65M,"Sep 30, 2024",0.80%,8686137184,TSM,2025-02-05
Capital World Investors,35.31M,"Sep 30, 2024",0.68%,7364207338,TSM,2025-02-05
JP Morgan Chase & Company,34.81M,"Sep 30, 2024",0.67%,7260030374,TSM,2025-02-05
"Fisher Asset Management, LLC",28.77M,"Sep 30, 2024",0.55%,5999955509,TSM,2025-02-05
Capital International Investors,20.53M,"Sep 30, 2024",0.40%,4281309448,TSM,2025-02-05
Massachusetts Financial Services Co.,20.23M,"Sep 30, 2024",0.39%,4219326405,TSM,2025-02-05
Van Eck Associates Corporation,19.39M,"Dec 31, 2024",0.37%,4044622744,TSM,2025-02-05
Bank Of New York Mellon Corporation,19.38M,"Dec 31, 2024",0.37%,4042489282,TSM,2025-02-05
Morgan Stanley,17.82M,"Sep 30, 2024",0.34%,3717714703,TSM,2025-02-05
Vanguard Group Inc,130.02M,"Sep 30, 2024",13.86%,4234832036,HPQ,2025-02-05
Blackrock Inc.,116.93M,"Sep 30, 2024",12.47%,3808473608,HPQ,2025-02-05
State Street Corporation,51.8M,"Sep 30, 2024",5.52%,1687172494,HPQ,2025-02-05
Dodge & Cox Inc,33.82M,"Sep 30, 2024",3.61%,1101588229,HPQ,2025-02-05
Bank of America Corporation,26.39M,"Sep 30, 2024",2.81%,859671299,HPQ,2025-02-05
"Geode Capital Management, LLC",24.77M,"Sep 30, 2024",2.64%,806774884,HPQ,2025-02-05
Primecap Management Company,22.34M,"Sep 30, 2024",2.38%,727628123,HPQ,2025-02-05
"Pacer Advisors, Inc.",14.78M,"Dec 31, 2024",1.58%,481277016,HPQ,2025-02-05
Morgan Stanley,12.91M,"Sep 30, 2024",1.38%,420504133,HPQ,2025-02-05
LSV Asset Management,12.5M,"Sep 30, 2024",1.33%,407049270,HPQ,2025-02-05
Vanguard Group Inc,82.12M,"Sep 30, 2024",11.73%,3116443816,DOW,2025-02-05
Blackrock Inc.,50.6M,"Sep 30, 2024",7.23%,1920180590,DOW,2025-02-05
State Street Corporation,34.82M,"Sep 30, 2024",4.97%,1321495571,DOW,2025-02-05
JP Morgan Chase & Company,21.62M,"Sep 30, 2024",3.09%,820659924,DOW,2025-02-05
Pzena Investment Management Llc,18.95M,"Sep 30, 2024",2.71%,719223518,DOW,2025-02-05
"Geode Capital Management, LLC",16.89M,"Sep 30, 2024",2.41%,640818172,DOW,2025-02-05
Morgan Stanley,14.43M,"Sep 30, 2024",2.06%,547686327,DOW,2025-02-05
Invesco Ltd.,8.69M,"Sep 30, 2024",1.24%,329815259,DOW,2025-02-05
Dimensional Fund Advisors LP,8.33M,"Sep 30, 2024",1.19%,316073412,DOW,2025-02-05
Norges Bank Investment Management,8.18M,"Jun 30, 2024",1.17%,310390589,DOW,2025-02-05
"Lilly Endowment, Inc",96.89M,"Dec 31, 2024",10.21%,81600485322,LLY,2025-02-05
Vanguard Group Inc,73.77M,"Sep 30, 2024",7.77%,62130537897,LLY,2025-02-05
Blackrock Inc.,64.34M,"Sep 30, 2024",6.78%,54186811549,LLY,2025-02-05
"PNC Financial Services Group, Inc.",51.36M,"Sep 30, 2024",5.41%,43254979215,LLY,2025-02-05
State Street Corporation,33.85M,"Sep 30, 2024",3.57%,28509658180,LLY,2025-02-05
"FMR, LLC",33.04M,"Sep 30, 2024",3.48%,27822611953,LLY,2025-02-05
Price (T.Rowe) Associates Inc,20.93M,"Sep 30, 2024",2.20%,17627068952,LLY,2025-02-05
Capital World Investors,20.36M,"Sep 30, 2024",2.14%,17143370453,LLY,2025-02-05
JP Morgan Chase & Company,18.27M,"Sep 30, 2024",1.92%,15383361649,LLY,2025-02-05
Primecap Management Company,17.69M,"Sep 30, 2024",1.86%,14898591897,LLY,2025-02-05
Fourth Sail Capital LP,2.36M,"Sep 30, 2024",1.16%,49636334,BBAR,2025-02-05
PointState Capital LP,1.66M,"Sep 30, 2024",0.82%,34996051,BBAR,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.35M,"Sep 30, 2024",0.66%,28447291,BBAR,2025-02-05
"Ping Capital Management, Inc.",1.12M,"Dec 31, 2024",0.55%,23571828,BBAR,2025-02-05
Morgan Stanley,941.16k,"Sep 30, 2024",0.46%,19783099,BBAR,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,897.1k,"Sep 30, 2024",0.44%,18856979,BBAR,2025-02-05
Glenorchy Capital Ltd,335.86k,"Sep 30, 2024",0.16%,7059672,BBAR,2025-02-05
"Discovery Capital Management, LLC",272k,"Sep 30, 2024",0.13%,5717440,BBAR,2025-02-05
Goldman Sachs Group Inc,224.7k,"Sep 30, 2024",0.11%,4723278,BBAR,2025-02-05
Sagil Capital LLP,205.46k,"Sep 30, 2024",0.10%,4318664,BBAR,2025-02-05
TT International Asset Management LTD,1.14M,"Dec 31, 2024",1.82%,105733032,BMA,2025-02-05
Candriam S.C.A.,570.7k,"Sep 30, 2024",0.91%,52881064,BMA,2025-02-05
Oaktree Capital Management LP,464.3k,"Sep 30, 2024",0.74%,43022039,BMA,2025-02-05
Duquesne Family Office Llc,424.13k,"Sep 30, 2024",0.68%,39299887,BMA,2025-02-05
"Arrowstreet Capital, Limited Partnership",351.77k,"Sep 30, 2024",0.56%,32595102,BMA,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,292k,"Sep 30, 2024",0.46%,27057091,BMA,2025-02-05
Blackrock Inc.,267.63k,"Sep 30, 2024",0.43%,24798596,BMA,2025-02-05
PointState Capital LP,270.92k,"Sep 30, 2024",0.43%,25103818,BMA,2025-02-05
"Maple Rock Capital Partners, Inc.",261.4k,"Sep 30, 2024",0.42%,24221324,BMA,2025-02-05
Morgan Stanley,245.68k,"Sep 30, 2024",0.39%,22764617,BMA,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.24M,"Sep 30, 2024",0.82%,17563176,CEPU,2025-02-05
"Long Focus Capital Management, LLC",592.7k,"Sep 30, 2024",0.39%,8422210,CEPU,2025-02-05
"Nexpoint Asset Management, L.P.",530k,"Sep 30, 2024",0.35%,7531300,CEPU,2025-02-05
Morgan Stanley,415.87k,"Sep 30, 2024",0.27%,5909555,CEPU,2025-02-05
Glenorchy Capital Ltd,347.65k,"Sep 30, 2024",0.23%,4940106,CEPU,2025-02-05
Millennium Management Llc,271.43k,"Sep 30, 2024",0.18%,3857034,CEPU,2025-02-05
Goldman Sachs Group Inc,134.09k,"Sep 30, 2024",0.09%,1905390,CEPU,2025-02-05
HSBC Holdings PLC,126.82k,"Sep 30, 2024",0.08%,1802126,CEPU,2025-02-05
Citadel Advisors Llc,102.49k,"Sep 30, 2024",0.07%,1456368,CEPU,2025-02-05
"Two Sigma Investments, LP",90.15k,"Sep 30, 2024",0.06%,1280988,CEPU,2025-02-05
Macquarie Group Limited,2.23M,"Sep 30, 2024",3.69%,27049301,CRESY,2025-02-05
"Kopernik Global Investors, Llc",1.41M,"Sep 30, 2024",2.34%,17146772,CRESY,2025-02-05
683 Capital Management LLC,841k,"Sep 30, 2024",1.39%,10218149,CRESY,2025-02-05
Hosking Partners LLP,791.46k,"Sep 30, 2024",1.31%,9616250,CRESY,2025-02-05
Helikon Investments Ltd,456.78k,"Dec 31, 2024",0.76%,5549828,CRESY,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,448.98k,"Sep 30, 2024",0.74%,5455046,CRESY,2025-02-05
Vr Advisory Services Ltd,416.11k,"Sep 30, 2024",0.69%,5055724,CRESY,2025-02-05
Glenorchy Capital Ltd,282.74k,"Sep 30, 2024",0.47%,3435303,CRESY,2025-02-05
"Nexpoint Asset Management, L.P.",169.42k,"Sep 30, 2024",0.28%,2058440,CRESY,2025-02-05
"B. Riley Wealth Advisors, Inc.",163.4k,"Sep 30, 2024",0.27%,1985309,CRESY,2025-02-05
Helikon Investments Ltd,564.54k,"Dec 31, 2024",2.55%,21745926,EDN,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,257.4k,"Sep 30, 2024",1.16%,9915009,EDN,2025-02-05
Citigroup Inc.,103.62k,"Sep 30, 2024",0.47%,3991288,EDN,2025-02-05
Banco BTG Pactual SA,85k,"Sep 30, 2024",0.38%,3274200,EDN,2025-02-05
JP Morgan Chase & Company,79.3k,"Sep 30, 2024",0.36%,3054597,EDN,2025-02-05
BlueCrest Capital Management Ltd,50k,"Sep 30, 2024",0.23%,1926000,EDN,2025-02-05
Citadel Advisors Llc,50.98k,"Sep 30, 2024",0.23%,1963595,EDN,2025-02-05
BNP Paribas Financial Markets,41.1k,"Sep 30, 2024",0.19%,1583364,EDN,2025-02-05
Truxt Investmentos Ltda.,42.03k,"Dec 31, 2024",0.19%,1618957,EDN,2025-02-05
Millennium Management Llc,36.95k,"Sep 30, 2024",0.17%,1423275,EDN,2025-02-05
Price (T.Rowe) Associates Inc,2.41M,"Sep 30, 2024",1.84%,153464513,GGAL,2025-02-05
"Discovery Capital Management, LLC",1.51M,"Sep 30, 2024",1.15%,96179293,GGAL,2025-02-05
"INCA Investments, LLC",1.37M,"Dec 31, 2024",1.05%,87496792,GGAL,2025-02-05
Jennison Associates LLC,1.25M,"Dec 31, 2024",0.96%,79557224,GGAL,2025-02-05
"Driehaus Capital Management, LLC",1.19M,"Sep 30, 2024",0.91%,76008688,GGAL,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.03M,"Sep 30, 2024",0.79%,65398752,GGAL,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.02M,"Sep 30, 2024",0.78%,64948202,GGAL,2025-02-05
"Ping Capital Management, Inc.",780.4k,"Dec 31, 2024",0.60%,49711480,GGAL,2025-02-05
"Rokos Capital Management, LLP",702.27k,"Sep 30, 2024",0.54%,44734408,GGAL,2025-02-05
Morgan Stanley,711.05k,"Sep 30, 2024",0.54%,45293630,GGAL,2025-02-05
Vr Advisory Services Ltd,2.25M,"Sep 30, 2024",3.01%,31364941,IRS,2025-02-05
Macquarie Group Limited,1.88M,"Sep 30, 2024",2.52%,26237824,IRS,2025-02-05
Helikon Investments Ltd,1.24M,"Dec 31, 2024",1.66%,17271835,IRS,2025-02-05
683 Capital Management LLC,1.11M,"Sep 30, 2024",1.48%,15441878,IRS,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,381.93k,"Sep 30, 2024",0.51%,5320340,IRS,2025-02-05
Citigroup Inc.,221.92k,"Sep 30, 2024",0.30%,3091345,IRS,2025-02-05
Capricorn Fund Managers Ltd,199.24k,"Dec 31, 2024",0.27%,2775427,IRS,2025-02-05
Goldman Sachs Group Inc,162.81k,"Sep 30, 2024",0.22%,2267887,IRS,2025-02-05
"Arrowstreet Capital, Limited Partnership",155.63k,"Sep 30, 2024",0.21%,2167939,IRS,2025-02-05
"Bosun Asset Management, LLC",117.41k,"Sep 30, 2024",0.16%,1635451,IRS,2025-02-05
Capital International Investors,7.5M,"Sep 30, 2024",64.27%,89407307,LOMA,2025-02-05
"Redwood Capital Management, LLC",2.9M,"Sep 30, 2024",24.81%,34511928,LOMA,2025-02-05
MAK Capital One LLC,2.66M,"Sep 30, 2024",22.77%,31669735,LOMA,2025-02-05
"Ancient Art, L.P.",1.6M,"Sep 30, 2024",13.75%,19121313,LOMA,2025-02-05
RWC Asset Management LLP,1.34M,"Dec 31, 2024",11.46%,15944907,LOMA,2025-02-05
abrdn plc,1.05M,"Dec 31, 2024",9.02%,12544953,LOMA,2025-02-05
Hosking Partners LLP,824.7k,"Sep 30, 2024",7.07%,9830459,LOMA,2025-02-05
"INCA Investments, LLC",752.61k,"Dec 31, 2024",6.45%,8971075,LOMA,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,732.26k,"Sep 30, 2024",6.27%,8728551,LOMA,2025-02-05
Kapitalo Investimentos Ltda,378.6k,"Sep 30, 2024",3.24%,4512912,LOMA,2025-02-05
TT International Asset Management LTD,1.21M,"Dec 31, 2024",2.21%,100148049,PAM,2025-02-05
Helikon Investments Ltd,442.87k,"Dec 31, 2024",0.81%,36758127,PAM,2025-02-05
Citigroup Inc.,421.21k,"Sep 30, 2024",0.77%,34960513,PAM,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,320.26k,"Sep 30, 2024",0.59%,26581663,PAM,2025-02-05
Millennium Management Llc,290.69k,"Sep 30, 2024",0.53%,24127021,PAM,2025-02-05
Vr Advisory Services Ltd,272.01k,"Sep 30, 2024",0.50%,22577079,PAM,2025-02-05
Oaktree Capital Management LP,203.77k,"Sep 30, 2024",0.37%,16912661,PAM,2025-02-05
Brevan Howard Capital Management LP,203.43k,"Sep 30, 2024",0.37%,16884275,PAM,2025-02-05
Morgan Stanley,182.65k,"Sep 30, 2024",0.33%,15159950,PAM,2025-02-05
Citadel Advisors Llc,166.51k,"Sep 30, 2024",0.31%,13820579,PAM,2025-02-05
MAK Capital One LLC,2.73M,"Sep 30, 2024",3.45%,42315530,SUPV,2025-02-05
Morgan Stanley,2.03M,"Sep 30, 2024",2.57%,31434272,SUPV,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.39M,"Sep 30, 2024",1.76%,21615279,SUPV,2025-02-05
Pictet Asset Management Holding SA,1.16M,"Sep 30, 2024",1.47%,17959417,SUPV,2025-02-05
"Shaw D.E. & Co., Inc.",1.01M,"Sep 30, 2024",1.28%,15711971,SUPV,2025-02-05
Qube Research & Technologies Ltd,781.55k,"Sep 30, 2024",0.99%,12121856,SUPV,2025-02-05
RWC Asset Management LLP,744.61k,"Dec 31, 2024",0.94%,11548885,SUPV,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,666.91k,"Sep 30, 2024",0.84%,10343743,SUPV,2025-02-05
PointState Capital LP,473.34k,"Sep 30, 2024",0.60%,7341456,SUPV,2025-02-05
Citadel Advisors Llc,410.41k,"Sep 30, 2024",0.52%,6365428,SUPV,2025-02-05
Oaktree Capital Management LP,3.08M,"Sep 30, 2024",2.45%,35809793,TEO,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.1M,"Sep 30, 2024",0.88%,12824005,TEO,2025-02-05
RWC Asset Management LLP,931.54k,"Dec 31, 2024",0.74%,10833787,TEO,2025-02-05
RWC Asset Advisors (US) LLC,835.16k,"Dec 31, 2024",0.66%,9712969,TEO,2025-02-05
"Discerene Group, LP",667.89k,"Sep 30, 2024",0.53%,7767560,TEO,2025-02-05
Morgan Stanley,201.98k,"Sep 30, 2024",0.16%,2349027,TEO,2025-02-05
Millennium Management Llc,165.9k,"Sep 30, 2024",0.13%,1929463,TEO,2025-02-05
"Shaw D.E. & Co., Inc.",101.2k,"Sep 30, 2024",0.08%,1176967,TEO,2025-02-05
Goldman Sachs Group Inc,92.22k,"Sep 30, 2024",0.07%,1072576,TEO,2025-02-05
JGP Global Gestao de Recursos Ltda.,67.75k,"Dec 31, 2024",0.05%,787944,TEO,2025-02-05
TT International Asset Management LTD,1.19M,"Dec 31, 2024",1.53%,32883627,TGS,2025-02-05
Oaktree Capital Management LP,923.18k,"Sep 30, 2024",1.19%,25498315,TGS,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,870.53k,"Sep 30, 2024",1.12%,24044122,TGS,2025-02-05
Vr Advisory Services Ltd,627.86k,"Sep 30, 2024",0.81%,17341604,TGS,2025-02-05
Schroder Investment Management Group,314.29k,"Sep 30, 2024",0.40%,8680772,TGS,2025-02-05
